GenValnCl.,Type,Agency code,Master Agreement,Instrument,Transaction No.,Contract name,External Ref.,Contract signed date,Starting date ,End date,Interest,floating rate,Debt Outstanding 08/2020,Disbursement,Principal Paid/roll/refi/switch,Interest Paid,Fee paid,Debt Outstanding 09/2020,TCurr,Lenders/Counterparty,Fin.Proj.,PTyp,TTyp,Reference 2,Purpose,duration(day),remaining maturity (day)
1,Def,309,G55C01,P/N,1001651,PROMISSORY NOTE FOR DEBT MGT. 2555/1/6 (PRU),PN2555/1/6_DM,09/26/12,09/26/12,09/26/47,4.05,,200000000,0,0,4083287.67,,200000000,THB,PRU,,55A,23D,,Refinance,12783,9857
1,Def,309,G55C01,P/N,1001652,PROMISSORY NOTE FOR DEBT MGT. 2555/1/7 (PRU),PN2555/1/7_DM,09/26/12,09/26/12,09/26/47,4.05,,100000000,0,0,2041643.83,,100000000,THB,PRU,,55A,23D,,Refinance,12783,9857
1,Def,309,G55C01,P/N,1001653,PROMISSORY NOTE FOR DEBT MGT. 2555/1/8 (PRU),PN2555/1/8_DM,09/26/12,09/26/12,09/26/47,4.15,,200000000,0,0,4184109.58,,200000000,THB,PRU,,55A,23D,,Refinance,12783,9857
1,Def,309,G55C01,P/N,1001654,PROMISSORY NOTE FOR DEBT MGT. 2555/1/9 (PRU),PN2555/1/9_DM,09/26/12,09/26/12,09/26/47,4.15,,200000000,0,0,4184109.58,,200000000,THB,PRU,,55A,23D,,Refinance,12783,9857
1,Def,309,G58A01,P/N,1002698,PROMISSORY NOTE 2558/1 (KTB),PN2558/1,09/28/15,09/28/15,09/28/20,0,<BIBOR-06M> + 0.235,0,0,0,0,,0,THB,KTB,,55A,23D,,New Issue,1827,-2
1,Def,309,G59C01,P/N,1003385,PROMISSORY NOTE FOR DEBT MGT. 2559/2/1 (BAY),23/2559,09/30/16,09/30/16,09/30/21,0,<BIBOR-06M> + 0.176,0,0,0,0,,0,THB,BAY,,55A,23D,,Refinance,1826,365
1,Def,309,G59C01,P/N,1003386,PROMISSORY NOTE FOR DEBT MGT. 2559/2/2 (KTB),24/2559,09/30/16,09/30/16,09/30/21,0,<BIBOR-06M> + 0.23,0,0,0,0,,0,THB,KTB,,55A,23D,,Refinance,1826,365
1,Def,309,G60A01,P/N,1003579,PROMISSORY NOTE 2560/2/1 (GSB),7/2560,04/18/17,04/18/17,04/19/21,0.91791,<BIBOR-06M> - 0.06,17000000000,0,0,0,,17000000000,THB,GSB,,55A,23D,,New Issue,1462,201
1,Def,309,G60A01,P/N,1003580,PROMISSORY NOTE 2560/2/2 (GSB),241275,04/18/17,04/18/17,04/19/21,0.92791,<BIBOR-06M> - 0.05,9236914200,0,0,0,,9236914200,THB,GSB,,55A,23D,,New Issue,1462,201
1,Def,309,G60A01,P/N,1003727,PROMISSORY NOTE 2560/3 (KTB),23/2560,09/28/17,09/28/17,09/28/21,0.61075,<BIBOR-06M> - 0.125,540339000,0,0,2330787.36,,540339000,THB,KTB,,55A,23D,,New Issue,1461,363
1,Def,309,G61A01,P/N,1003937,PROMISSORY NOTE 2561/1 (GSB),32/2561,09/27/18,09/27/18,09/27/21,0.62483,<BIBOR-06M> - 0.111,8510760000,0,0,37312365.67,,8510760000,THB,GSB,,55A,23D,,New Issue,1096,362
1,Def,309,G61C01,P/N,1003827,PROMISSORY NOTE FOR DEBT MGT. 2561/1/1 (GSB),241732,03/13/18,03/13/18,03/13/21,0.5541,<BIBOR-06M> - 0.183,10000000000,0,0,52064438.35,,10000000000,THB,GSB,,55A,23D,,Refinance,1096,164
1,Def,309,G61C01,P/N,1003828,PROMISSORY NOTE FOR DEBT MGT. 2561/1/2 (GSB),241762,03/13/18,03/13/18,03/13/21,0.5551,<BIBOR-06M> - 0.182,10000000000,0,0,52114849.31,,10000000000,THB,GSB,,55A,23D,,Refinance,1096,164
1,Def,309,G61C01,P/N,1003829,PROMISSORY NOTE FOR DEBT MGT. 2561/1/3 (GSB),13/2561,03/13/18,03/13/18,03/13/21,0.5561,<BIBOR-06M> - 0.181,7700000000,0,0,40167250.41,,7700000000,THB,GSB,,55A,23D,,Refinance,1096,164
1,Def,309,G61C01,P/N,1003928,PROMISSORY NOTE FOR DEBT MGT. 2561/3 (GSB),28/2561,09/03/18,09/03/18,09/03/21,0.57609,<BIBOR-06M> - 0.162,10000000000,0,0,53830838.35,,10000000000,THB,GSB,,55A,23D,,Refinance,1096,338
1,Def,309,G61C01,P/N,1003923,PROMISSORY NOTE FOR RE. DEBT T-BILL 2561/4 (KTB),31/2561,08/29/18,08/29/18,05/12/21,0.8116,<BIBOR-06M> - 0.1651,17619000000,0,0,0,,17619000000,THB,KTB,,55A,23D,,Refinance,987,224
1,Def,309,G62C01,P/N,1003999,PROMISSORY NOTE FOR DEBT MGT. 2562/3 (GSB),241824,01/14/19,01/14/19,11/19/21,0.8657,<BIBOR-06M> - 0.111,28000000000,0,0,0,,28000000000,THB,GSB,,55A,23D,,Bridge Finance,1040,415
1,Def,309,G62C01,P/N,1004095,PROMISSORY NOTE FOR DEBT MGT. 2562/4/1 (GSB),19/2562,06/13/19,06/13/19,06/14/21,0.62843,<BIBOR-06M> - 0.1115,14842000000,0,0,0,,14842000000,THB,GSB,,55A,23D,,Refinance,732,257
1,Def,309,G62C01,P/N,1004096,PROMISSORY NOTE FOR DEBT MGT. 2562/4/2 (GSB),20/2562,06/13/19,06/13/19,06/14/21,0.63843,<BIBOR-06M> - 0.1015,10000000000,0,0,0,,10000000000,THB,GSB,,55A,23D,,Refinance,732,257
1,Def,309,G62C01,P/N,1004097,PROMISSORY NOTE FOR DEBT MGT. 2562/4/3 (GSB),21/2562,06/13/19,06/13/19,06/14/21,0.63983,<BIBOR-06M> - 0.1001,10000000000,0,0,0,,10000000000,THB,GSB,,55A,23D,,Refinance,732,257
1,Def,309,G62C01,P/N,1003955,PROMISSORY NOTE FOR DEBT MGT. 2562/1 (KTB),34/2561,10/19/18,10/19/18,10/19/20,0.87491,<BIBOR-06M> - 0.103,5000000000,0,0,0,,5000000000,THB,KTB,,55A,23D,,Refinance,731,19
1,Def,309,G62C01,P/N,1003969,PROMISSORY NOTE FOR DEBT MGT. 2562/2/1 (KTB),36/2561,11/26/18,11/26/18,01/25/21,0.65774,<BIBOR-06M> - 0.0811,963000000,0,0,0,,963000000,THB,KTB,,55A,23D,,Refinance,791,117
1,Def,309,G62C01,P/N,1003970,PROMISSORY NOTE FOR DEBT MGT. 2562/2/2 (KTB),37/2561,12/03/18,12/03/18,01/25/21,0.65774,<BIBOR-06M> - 0.0811,4825000000,0,0,0,,4825000000,THB,KTB,,55A,23D,,Refinance,784,117
1,Def,309,G63A01,P/N,1004266,PROMISSORY NOTE 2563/1 (KTB),242431,04/03/20,04/03/20,04/04/22,0.80457,<BIBOR-06M> - 0.17543,20000000000,0,0,0,,20000000000,THB,KTB,,55A,23D,,New Issue,731,551
1,Def,309,G63A01,P/N,1004271,PROMISSORY NOTE 2563/2/1 (KBANK),242492,04/20/20,04/20/20,04/20/22,0.92288,<BIBOR-06M> - 0.055,5000000000,0,0,0,,5000000000,THB,KBANK,,55A,23D,,New Issue,730,567
1,Def,309,G63A01,P/N,1004272,PROMISSORY NOTE 2563/2/1 (KBANK),13/2563,04/20/20,04/20/20,04/20/22,0.96788,<BIBOR-06M> - 0.01,5000000000,0,0,0,,5000000000,THB,KBANK,,55A,23D,,New Issue,730,567
1,Def,309,G63A01,P/N,1004273,PROMISSORY NOTE 2563/2/1 (KTB),14/2563,04/20/20,04/20/20,04/20/22,0.97288,<BIBOR-06M> - 0.005,10000000000,0,0,0,,10000000000,THB,KTB,,55A,23D,,New Issue,730,567
1,Def,309,G63A01,P/N,1004274,PROMISSORY NOTE 2563/2/1 (BBL),15/2563,04/20/20,04/20/20,04/20/22,0.97788,<BIBOR-06M> + 0,5000000000,0,0,0,,5000000000,THB,BBL,,55A,23D,,New Issue,730,567
1,Def,309,G63A01,P/N,1004275,PROMISSORY NOTE 2563/2/1 (KTB),16/2563,04/20/20,04/20/20,04/20/22,0.99788,<BIBOR-06M> + 0.02,5000000000,0,0,0,,5000000000,THB,KTB,,55A,23D,,New Issue,730,567
1,Def,309,G63A01,P/N,1004281,PROMISSORY NOTE 2563/2/2 (KTB),17/2563,04/27/20,04/27/20,10/27/22,0.9967,<BIBOR-06M> + 0.02,10000000000,0,0,0,,10000000000,THB,KTB,,55A,23D,,New Issue,913,757
1,Def,309,G63A01,P/N,1004282,PROMISSORY NOTE 2563/2/2 (KTB),18/2563,04/27/20,04/27/20,10/27/22,1.0267,<BIBOR-06M> + 0.05,10000000000,0,0,0,,10000000000,THB,KTB,,55A,23D,,New Issue,913,757
1,Def,309,G63A01,P/N,1004283,PROMISSORY NOTE 2563/2/2 (KTB),19/2563,04/27/20,04/27/20,10/27/22,1.0667,<BIBOR-06M> + 0.09,10000000000,0,0,0,,10000000000,THB,KTB,,55A,23D,,New Issue,913,757
1,Def,309,G63A01,P/N,1004401,PROMISSORY NOTE 2563/3/1 (SCBT),PN61/2563,09/30/20,09/30/20,03/30/22,0.86571,<BIBOR-06M> + 0.13,0,1000000000,0,0,,1000000000,THB,SCBT,,55A,23D,,New Issue,546,546
1,Def,309,G63A01,P/N,1004402,PROMISSORY NOTE 2563/3/2 (SCBT),PN62/2563,09/30/20,09/30/20,03/30/22,0.88271,<BIBOR-06M> + 0.147,0,380000000,0,0,,380000000,THB,SCBT,,55A,23D,,New Issue,546,546
1,Def,309,G63A11,P/N,1004400,PROMISSORY NOTE 2563/3/1 (SCBT),PN61/2563,09/30/20,09/30/20,03/30/22,0.86571,<BIBOR-06M> + 0.13,0,1000000000,0,0,,1000000000,THB,SCBT,,55A,23D,,New Issue,546,546
1,Def,309,G63A13,P/N,1004403,PROMISSORY NOTE 2563/3/2 (SCBT),PN62/2563,09/30/20,09/30/20,03/30/22,0.88271,<BIBOR-06M> + 0.147,0,1840000000,0,0,,1840000000,THB,SCBT,,55A,23D,,New Issue,546,546
1,Def,309,G63C01,P/N,1004323,PROMISSORY NOTE FOR DEBT MGT. 2563/2/4 (GSB), 23/2563,05/08/20,05/08/20,05/09/22,0,<BIBOR-06M> + 0.18,0,0,0,0,,0,THB,GSB,,55A,23D,,Refinance,731,586
1,Def,309,G63C01,P/N,1004320,PROMISSORY NOTE FOR DEBT MGT. 2563/2/1 (KBANK),20/2563,05/08/20,05/08/20,05/09/22,0,<BIBOR-06M> + 0.12,0,0,0,0,,0,THB,KBANK,,55A,23D,,Refinance,731,586
1,Def,309,G63C01,P/N,1004321,PROMISSORY NOTE FOR DEBT MGT. 2563/2/2 (BBL),21/2563,05/08/20,05/08/20,05/09/22,0,<BIBOR-06M> + 0.14,0,0,0,0,,0,THB,BBL,,55A,23D,,Refinance,731,586
1,Def,309,G63C01,P/N,1004322,PROMISSORY NOTE FOR DEBT MGT. 2563/2/3 (KBANK),22/2563,05/08/20,05/08/20,05/09/22,0,<BIBOR-06M> + 0.17,0,0,0,0,,0,THB,KBANK,,55A,23D,,Refinance,731,586
1,Def,309,G63C01,P/N,1004324,PROMISSORY NOTE FOR DEBT MGT. 2563/2/5 (BBL),24/2563,05/08/20,05/08/20,05/09/22,0,<BIBOR-06M> + 0.24,0,0,0,0,,0,THB,BBL,,55A,23D,,Refinance,731,586
1,Def,309,G63C01,P/N,1004242,PROMISSORY NOTE FOR DEBT MGT. 2563/1/1 (KTB),45/2562,01/09/20,01/09/20,01/11/21,0.58376,<BIBOR-06M> - 0.15432,10000000000,0,0,0,,10000000000,THB,KTB,,55A,26D,,Refinance,368,103
1,Def,309,G63C01,P/N,1004241,PROMISSORY NOTE FOR DEBT MGT. 2563/1/2 (GSB),46/2562,01/09/20,01/09/20,01/11/21,0.58798,<BIBOR-06M> - 0.1501,3133000000,0,0,0,,3133000000,THB,GSB,,55A,26D,,Refinance,368,103
1,Def,309,G63C01,P/N,1004354,PROMISSORY NOTE FOR DEBT MGT. 2563/2 (KTB),58/2563,06/26/20,06/26/20,09/28/20,0.84444,,0,0,0,0,,0,THB,KTB,,55A,26D,,Refinance,94,-2
1,Def,309,G60A01,PROJECT LOAN/TERM LOAN,1003711,LONG TERM LOAN FOR BUDGET DEFICIT 2560/1/1 (GSB),LTL2560/1/1_BD,04/20/17,09/27/17,10/26/20,0.9167,<BIBOR-06M> - 0.06,25000000000,0,0,0,,25000000000,THB,GSB,,55A,22D,,New Issue,1285,26
1,Def,309,G60A01,PROJECT LOAN/TERM LOAN,1003712,LONG TERM LOAN FOR BUDGET DEFICIT 2560/1/2 (GSB),LTL2560/1/2_BD,04/20/17,09/27/17,10/26/20,0.9267,<BIBOR-06M> - 0.05,17857140000,0,0,0,,17857140000,THB,GSB,,55A,22D,,New Issue,1285,26
1,Def,309,G60A01,PROJECT LOAN/TERM LOAN,1003713,LONG TERM LOAN FOR BUDGET DEFICIT 2560/1/3 (KTB),LTL2560/1/3_BD,04/20/17,09/27/17,10/26/20,0.9267,<BIBOR-06M> - 0.05,7142860000,0,0,0,,7142860000,THB,KTB,,55A,22D,,New Issue,1285,26
1,Def,309,G61A01,PROJECT LOAN/TERM LOAN,1003861,LONG TERM LOAN FOR BUDGET DEFICIT 2561/1/1 (GSB),LTL7/2561/1_BD,01/23/18,04/30/18,01/25/21,0.58384,<BIBOR-06M> - 0.155,10000000000,0,0,0,,10000000000,THB,GSB,,55A,22D,,New Issue,1098,117
1,Def,309,G61A01,PROJECT LOAN/TERM LOAN,1003941,LONG TERM LOAN FOR BUDGET DEFICIT 2561/1/2 (GSB),LTL7/2561/2_BD,01/23/18,09/27/18,01/25/21,0.58684,<BIBOR-06M> - 0.152,10000000000,0,0,0,,10000000000,THB,GSB,,55A,22D,,New Issue,1098,117
1,Def,309,G61A01,PROJECT LOAN/TERM LOAN,1003942,LONG TERM LOAN FOR BUDGET DEFICIT 2561/1/3 (GSB),LTL7/2561/3_BD,01/23/18,09/27/18,01/25/21,0.58784,<BIBOR-06M> - 0.151,10000000000,0,0,0,,10000000000,THB,GSB,,55A,22D,,New Issue,1098,117
1,Def,309,G63A01,PROJECT LOAN/TERM LOAN,1004267,LONG TERM LOAN FOR BUDGET DEFICIT 2563/3/1 (KTB),LTL6/2563_BD,04/10/20,04/16/20,10/17/22,0.86482,<BIBOR-06M> - 0.11321,10000000000,0,0,0,,10000000000,THB,KTB,,55A,22D,,New Issue,920,747
1,Def,309,G63A01,PROJECT LOAN/TERM LOAN,1004268,LONG TERM LOAN FOR BUDGET DEFICIT 2563/3/2 (KTB),LTL6/2563_BD,04/10/20,04/16/20,10/17/22,0.90371,<BIBOR-06M> - 0.07432,15000000000,0,0,0,,15000000000,THB,KTB,,55A,22D,,New Issue,920,747
1,Def,309,G63A01,PROJECT LOAN/TERM LOAN,1004269,LONG TERM LOAN FOR BUDGET DEFICIT 2563/3/3 (GSB),LTL7/2563_BD,04/10/20,04/16/20,10/17/22,0.91803,<BIBOR-06M> - 0.06,15000000000,0,0,0,,15000000000,THB,GSB,,55A,22D,,New Issue,920,747
1,Def,309,G63A01,PROJECT LOAN/TERM LOAN,1004270,LONG TERM LOAN FOR BUDGET DEFICIT 2563/3/4 (GSB),LTL7/2563_BD,04/10/20,04/16/20,10/17/22,0.9078,<BIBOR-06M> - 0.07,10000000000,0,0,0,,10000000000,THB,GSB,,55A,22D,,New Issue,920,747
1,Def,309,G63A01,PROJECT LOAN/TERM LOAN,1004315,LONG TERM LOAN FOR BUDGET DEFICIT 2563/4/1 (KTB),LTL9/2563_BD,04/24/20,04/24/20,10/26/21,0.9767,<BIBOR-06M> + 0,5000000000,0,0,0,,5000000000,THB,KTB,,55A,22D,,New Issue,550,391
1,Def,309,G63A01,PROJECT LOAN/TERM LOAN,1004319,LONG TERM LOAN FOR BUDGET DEFICIT 2563/4/2 (KTB),LTL9/2563_BD,04/24/20,04/24/20,10/26/21,1.0017,<BIBOR-06M> + 0.025,5000000000,0,0,0,,5000000000,THB,KTB,,55A,22D,,,550,391
1,Def,309,G63A11,PROJECT LOAN/TERM LOAN,1004259,LONG TERM LOAN FOR BUDGET DEFICIT 2563/2 (KTB),LTL2/2563_BD,03/06/20,03/09/20,09/09/21,0.56938,<BIBOR-06M> - 0.16875,1422000000,0,0,7014081.17,,1422000000,THB,KTB,,55A,22D,,New Issue,552,344
1,Def,309,G63A11,PROJECT LOAN/TERM LOAN,1004227,LONG TERM LOAN FOR BUDGET DEFICIT 2563/1/1 (GSB),LTL21/2562_BD,12/18/19,12/24/19,06/24/21,0.58634,<BIBOR-06M> - 0.1515,10000000000,0,0,0,,10000000000,THB,GSB,,55A,22D,,New Issue,554,267
1,Def,309,G63A11,PROJECT LOAN/TERM LOAN,1004240,LONG TERM LOAN FOR BUDGET DEFICIT 2563/1/2 (KTB),LTL22/2562_BD,12/18/19,12/24/19,06/24/21,-0.14888,<BIBOR-06M> - 0.14888,10000000000,0,0,0,,10000000000,THB,KTB,,55A,22D,,New Issue,554,267
1,Def,309,G57A01,SAVING BOND,1002143,The Ministry of Finance's Special Saving Bond 2557 7y,SB217A,07/15/14,07/15/14,07/15/21,4.25,,11835547000,0,0,0,,11835547000,THB,THCI,,55A,20D,,New Issue,2557,288
1,Def,309,G57A01,SAVING BOND,1002144,The Ministry of Finance's Special Saving Bond 2557 10y,SB247A,07/15/14,07/15/14,07/15/24,4.75,,18164453000,0,0,0,,18164453000,THB,THCI,,55A,20D,,New Issue,3653,1384
1,Def,309,G58A01,SAVING BOND,1002385,"The Ministry of Finance's Special Saving Bond ""Suk Gun Ter Rao"" 2558 10y",SBST251A,01/12/15,01/12/15,01/12/25,4,,12141468000,0,0,0,,12141468000,THB,THCI,,55A,20D,,New Issue,3653,1565
1,Def,309,G59A01,SAVING BOND,1003129,The Ministry of Finance's Saving Bond 2559/2 5y,SBST215A,05/12/16,05/12/16,05/12/21,3,,11702316000,0,0,0,,11702316000,THB,THCI,,55A,20D,,New Issue,1826,224
1,Def,309,G59A01,SAVING BOND,1003130,The Ministry of Finance's Saving Bond 2559/2 10y,SBST265A,05/12/16,05/12/16,05/12/26,2.25,,7370255000,0,0,0,,7370255000,THB,THCI,,55A,20D,,New Issue,3652,2050
1,Def,309,G60A01,SAVING BOND,1003605,The Ministry of Finance's Saving Bond 2560/2 5y,SB225A,05/08/17,05/08/17,05/09/22,2.35,,5132887000,0,0,0,,5132887000,THB,THCI,,55A,20D,,New Issue,1827,586
1,Def,309,G60A01,SAVING BOND,1003457,The Ministry of Finance's Saving Bond 2560/1 7y,SB23DA,12/13/16,12/13/16,12/13/23,2.56,,7077640000,0,0,0,,7077640000,THB,THCI,,55A,20D,,New Issue,2556,1169
1,Def,309,G60A01,SAVING BOND,1003606,The Ministry of Finance's Saving Bond 2560/2 10y,SB275A,05/08/17,05/08/17,05/08/27,3,,12867113000,0,0,0,,12867113000,THB,THCI,,55A,20D,,New Issue,3652,2411
1,Def,309,G61A01,SAVING BOND,1003756,The Ministry of Finance's Saving Bond 2561/1 3y,SB20NA,11/27/17,11/27/17,11/27/20,1.85,,4861084000,0,0,0,,4861084000,THB,THCI,,55A,20D,,New Issue,1096,58
1,Def,309,G61A01,SAVING BOND,1003869,The Ministry of Finance's Saving Bond 2561/2 5y,SB235A,05/10/18,05/10/18,05/10/23,2.15,,13724955000,0,0,0,,13724955000,THB,THCI,,55A,20D,,New Issue,1826,952
1,Def,309,G61A01,SAVING BOND,1003757,The Ministry of Finance's Saving Bond 2561/1 7y,SB24NA,11/27/17,11/27/17,11/27/24,2.45,,16169662000,0,0,0,,16169662000,THB,THCI,,55A,20D,,New Issue,2557,1519
1,Def,309,G61A01,SAVING BOND,1003870,The Ministry of Finance's Saving Bond 2561/2 10y,SB285A,05/10/18,05/10/18,05/10/28,3,,48733639000,0,0,0,,48733639000,THB,THCI,,55A,20D,,New Issue,3653,2779
1,Def,309,G62A01,SAVING BOND,1003947,The Ministry of Finance's Saving Bond 2562/1  3Y1M,SB21NA,10/19/18,10/19/18,11/19/21,2.46,,14736443000,0,0,0,,14736443000,THB,THCI,,55A,20D,,New Issue,1127,415
1,Def,309,G62A01,SAVING BOND,1004072,The Ministry of Finance's Saving Bond 2562/2 5Y,SB245A,05/17/19,05/17/19,05/17/24,2.5,,6721890000,0,0,0,,6721890000,THB,THCI,,55A,20D,,New Issue,1827,1325
1,Def,309,G62A01,SAVING BOND,1003948,The Ministry of Finance's Saving Bond 2562/1 7Y1M,SB25NA,10/19/18,10/19/18,11/19/25,3,,20263557000,0,0,0,,20263557000,THB,THCI,,55A,20D,,New Issue,2588,1876
1,Def,309,G62A01,SAVING BOND,1004073,The Ministry of Finance's Saving Bond 2562/2 10Y,SB295A,05/17/19,05/17/19,05/17/29,3.05,,13278110000,0,0,0,,13278110000,THB,THCI,,55A,20D,,New Issue,3653,3151
1,Def,309,G63A01,SAVING BOND,1004353,"Government Savings Bond ""1 Baht Bond"" F.Y. B.E. 2563",SB236A,06/24/20,06/24/20,06/26/23,1.7,,200000000,0,0,0,,200000000,THB,ISIV,,55A,20D,,New Issue,1097,999
1,Def,309,G63A11,SAVING BOND,1004224,The Ministry of Finance's Saving Bond 2563/1  3Y,SB22DA,12/13/19,12/13/19,12/13/22,1.7,,8744207000,0,0,0,,8744207000,THB,THCI,,55A,20D,,New Issue,1096,804
1,Def,309,G63A11,SAVING BOND,1004225,The Ministry of Finance's Saving Bond 2563/1  7Y,SB26DA,12/13/19,12/13/19,12/14/26,1.95,,6255793000,0,0,0,,6255793000,THB,THCI,,55A,20D,,New Issue,2558,2266
1,Def,309,G63A11,SAVING BOND,1004226,Government Amortized Savings Bond FY. B.E. 2563   5Y,SBA24DA,12/23/19,12/23/19,12/23/24,2,,5000000000,0,0,0,,5000000000,THB,THCI,,55A,20D,,New Issue,1827,1545
1,Def,309,G63A13,SAVING BOND,1004376,"Government Savings Bond ""1 Baht Bond"" F.Y. B.E. 2563 No. 2",SB248A,08/25/20,08/25/20,08/26/24,1.7,,3337106900,1662893100,0,0,,5000000000,THB,ISIV,,55A,20D,,New Issue,1462,1426
1,Def,309,G63A13,SAVING BOND,1004377,Government Special Savings Bond Moving Forward FY. B.E. 2563,SB278A,08/26/20,08/26/20,08/26/27,2.22,,22162734000,22837266000,0,0,,45000000000,THB,ISIV,,55A,20D,,New Issue,2556,2521
1,Def,309,G63A01,T-BILL,1004345,TREASURY BILLS (BD)3/182/63 DUE 2020/12/09,TB20D09A,06/10/20,06/10/20,12/09/20,0.5086815,,30000000000,0,0,0,,30000000000,THB,ISIV,,53A,20D,,New Issue,182,70
1,Def,309,G63A01,T-BILL,1004351,TREASURY BILLS (BD)4/182/63 DUE 2020/12/23,TB20D23A,06/24/20,06/24/20,12/23/20,0.4949,,30000000000,0,0,0,,30000000000,THB,ISIV,,53A,20D,,New Issue,182,84
1,Def,309,G63A01,T-BILL,1004318,TREASURY BILLS (BD)1/182/63 DUE 2020/11/11,TB20N11A,05/13/20,05/13/20,11/11/20,0.5639757,,30000000000,0,0,0,,30000000000,THB,ISIV,,53A,20D,,New Issue,182,42
1,Def,309,G63A01,T-BILL,1004325,TREASURY BILLS (BD)2/182/63 DUE 2020/11/25,TB20N25A,05/27/20,05/27/20,11/25/20,0.4934995,,30000000000,0,0,0,,30000000000,THB,ISIV,,53A,20D,,New Issue,182,56
1,Def,309,G63A01,T-BILL,1004365,TREASURY BILLS (BD)5/182/63 DUE 2021/02/03,TB21203A,08/05/20,08/05/20,02/03/21,0.50401,,20000000000,0,0,0,,20000000000,THB,ISIV,,53A,20D,,,182,126
1,Def,309,G63A01,T-BILL,1004372,TREASURY BILLS (BD)6/182/63 DUE 2020/02/17,TB21217A,08/19/20,08/19/20,02/17/21,0.50047,,20000000000,0,0,0,,20000000000,THB,ISIV,,53A,20D,,,182,140
1,Def,309,G63A01,T-BILL,1004299,TREASURY BILLS (BD)1/364/63 DUE 2021/04/21,TB21421A,04/22/20,04/22/20,04/21/21,0.6679769,,10000000000,0,0,0,,10000000000,THB,ISIV,,53A,20D,,New Issue,364,203
1,Def,309,G63A01,T-BILL,1004300,TREASURY BILLS (BD)2/364/63 DUE 2021/04/28,TB21428A,04/29/20,04/29/20,04/28/21,0.6215296,,10000000000,0,0,0,,10000000000,THB,ISIV,,53A,20D,,New Issue,364,210
1,Def,309,G63A13,T-BILL,1004393,TREASURY BILLS (RS)1/182/63 DUE 2021/03/03,TB21303A,09/02/20,09/02/20,03/03/21,0.50662,,0,30000000000,0,75594437.24,,30000000000,THB,ISIV,,53A,20D,,New Issue,182,154
1,Def,309,G63A13,T-BILL,1004394,TREASURY BILLS (RS)2/182/63 DUE 2021/03/17,TB21317A,09/16/20,09/16/20,03/17/21,0.51076,,0,30000000000,0,76209495.4,,30000000000,THB,ISIV,,53A,20D,,New Issue,182,168
1,Def,309,G63A13,T-BILL,1004399,TREASURY BILLS (RS)3/182/63 DUE 2021/03/31,TB21331A,09/30/20,09/30/20,03/31/21,0.512,,0,30000000000,0,76395124.47,,30000000000,THB,ISIV,,53A,20D,,New Issue,182,182
1,Def,309,G63C01,T-BILL,1004366,TREASURY BILLS (DM)1/182/63 DUE 2021/01/06,TB21106A,07/08/20,07/08/20,01/06/21,0.49606,,30000000000,0,0,0,,30000000000,THB,ISIV,,53A,21D,,Refinance,182,98
1,Def,309,G63C01,T-BILL,1004367,TREASURY BILLS (DM)2/182/63 DUE 2021/01/20,TB21120A,07/22/20,07/22/20,01/20/21,0.50103,,30000000000,0,0,0,,30000000000,THB,ISIV,,53A,21D,,Refinance,182,112
